id,name,now_cost,position,team,ep_next,points_per_game_rank,selected_rank_type,influence,saves_per_90,goals_conceded_per_90,points_per_game_rank_type,web_name,creativity_rank_type,in_dreamteam,ict_index_rank_type,transfers_out_event,threat,bonus,red_cards,dreamteam_count,form_rank,influence_rank_type,influence_rank,region,form_rank_type,transfers_in_event,assists,selected_by_percent,value_season,expected_goals,clean_sheets,corners_and_indirect_freekicks_order,expected_assists_per_90,cost_change_event_fall,creativity,goals_scored,value_form,expected_assists,penalties_missed,form,chance_of_playing_next_round,event_points,clean_sheets_per_90,transfers_out,now_cost_rank,now_cost_rank_type,ict_index_rank,goals_conceded,expected_goals_conceded,direct_freekicks_order,ep_this,starts_per_90,expected_goals_conceded_per_90,expected_goal_involvements_per_90,expected_goals_per_90,ict_index,status,threat_rank,news_added,creativity_rank,points_per_game,chance_of_playing_this_round,cost_change_event,bps,starts,transfers_in,selected_rank,saves,yellow_cards,total_points,news,penalties_order,cost_change_start,own_goals,cost_change_start_fall,minutes,expected_goal_involvements,penalties_saved,threat_rank_type
316,Darwin Núñez Ribeiro,71,FWD,Liverpool,2.5,193,23,51.6,0.0,0.68,25,Darwin,29,False,27,14250,48.0,0,0,0,164,24,231,230.0,19,3684,0,2.2,1.3,0.46,1,,0.01,1,17.8,1,0.3,0.01,0,2.0,,0,0.68,471933,25,10,243,1,1.37,,3.0,0.68,0.93,0.32,0.31,11.8,a,139,,263,2.2,,-1,39,1,114950,133,0,0,9,,3.0,-4,0,4,133,0.47,0,28
317,Diogo Teixeira da Silva,74,MID,Liverpool,5.8,17,14,105.0,0.0,0.19,9,Diogo J.,101,False,46,24351,157.0,1,0,0,34,44,126,173.0,15,42812,3,8.6,4.6,2.72,4,,0.06,0,54.6,2,0.7,0.32,0,5.3,,8,0.78,1758651,19,13,67,1,3.01,,6.3,1.17,0.59,0.59,0.53,31.6,a,33,,147,5.7,,0,83,6,985973,49,0,1,34,,,-1,0,1,463,3.04,0,21
318,Ben Doak,45,MID,Liverpool,0.0,582,247,0.0,0.0,0.0,249,Doak,248,False,246,96,0.0,0,0,0,543,243,574,,222,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,4802,439,260,578,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,551,2024-08-31T06:17:31.171503Z,571,0.0,0.0,0,0,0,1136,581,0,0,0,Loaned to Middlesbrough,,0,0,0,0,0.00,0,237
319,Harvey Elliott,52,MID,Liverpool,0.2,379,108,0.0,0.0,0.0,190,Elliott,200,False,206,1186,2.0,0,0,0,637,294,646,241.0,288,62,0,0.3,0.2,0.00,0,6.0,0.26,0,2.0,0,0.0,0.02,0,0.0,50.0,0,0.0,102870,180,113,411,0,0.00,,0.0,0.0,0.0,0.26,0.0,0.4,d,350,2024-09-08T23:00:06.842081Z,356,1.0,0.0,0,3,0,11039,322,0,0,1,Foot injury - 50% chance of playing,,-3,0,3,7,0.02,0,196
320,Endo Wataru,48,MID,Liverpool,0.8,352,141,2.4,0.0,0.0,172,Endo,183,False,199,891,0.0,0,0,0,326,203,407,108.0,166,509,0,0.2,0.4,0.00,0,,0.45,0,10.8,0,0.1,0.01,0,0.3,,1,0.0,21384,315,212,396,0,0.00,,1.3,0.0,0.0,0.45,0.0,1.3,a,588,,310,1.0,,0,7,0,12427,395,0,0,2,,,-2,0,2,2,0.01,0,265
321,Cody Gakpo,71,FWD,Liverpool,2.5,293,30,49.2,0.0,0.43,29,Gakpo,3,False,24,5781,42.0,0,0,0,163,25,237,152.0,18,6879,1,1.8,1.3,0.50,1,,0.15,0,92.7,0,0.3,0.35,0,2.0,,4,0.43,327072,24,9,168,1,2.41,,3.0,0.43,1.05,0.37,0.22,18.4,a,159,,82,1.3,,0,50,1,83029,152,0,2,9,,,-4,0,4,207,0.85,0,29
322,Joe Gomez,48,DEF,Liverpool,0.8,354,100,3.0,0.0,0.0,121,Gomez,133,False,137,1725,0.0,0,0,0,327,136,402,241.0,106,1019,0,0.4,0.2,0.00,0,,0.0,0,0.3,0,0.1,0.00,0,0.3,,0,0.0,38661,317,33,417,0,0.00,,1.3,0.0,0.0,0.0,0.0,0.3,a,589,,387,1.0,,0,5,0,11791,275,0,0,1,,,-2,0,2,1,0.00,0,212
323,Ryan Gravenberch,50,MID,Liverpool,3.5,154,67,98.0,0.0,0.29,69,Gravenberch,69,False,79,5839,26.0,1,0,0,99,49,138,152.0,45,10766,0,0.9,3.6,0.12,5,,0.15,0,88.9,0,0.6,1.05,0,3.0,,3,0.71,51521,227,147,145,2,4.96,,4.0,1.0,0.71,0.17,0.02,21.2,a,202,,89,2.6,,0,123,7,115404,204,0,2,18,,,0,0,0,630,1.17,0,118
324,Curtis Jones,53,MID,Liverpool,2.2,275,182,30.2,0.0,0.0,134,Jones,138,False,139,322,26.0,0,0,0,181,135,290,241.0,87,396,0,0.1,1.1,0.26,1,,0.04,0,29.0,0,0.3,0.06,0,1.7,100.0,3,0.6,8848,161,95,272,0,1.40,,2.7,0.6,0.85,0.2,0.16,8.6,a,203,2024-08-27T11:00:05.666567Z,226,1.5,100.0,0,27,1,2800,482,0,0,6,,,-2,0,2,149,0.32,0,119
325,Caoimhin Kelleher,44,GKP,Liverpool,3.5,3,32,49.8,7.0,0.0,1,Kelleher,49,False,24,4654,0.0,1,0,0,92,24,234,104.0,10,30647,0,0.7,2.0,0.00,1,,0.0,0,0.0,0,0.7,0.00,0,3.0,,0,1.0,48416,514,29,317,0,1.08,,4.0,1.0,1.08,0.0,0.0,5.0,a,473,,504,9.0,,0,38,1,87874,218,7,0,9,,,-1,0,1,90,0.00,0,45
326,Ibrahima Konaté,52,DEF,Liverpool,7.5,24,12,173.2,0.0,0.32,3,Konaté,63,True,22,24607,46.0,1,0,0,11,11,34,73.0,2,124845,1,11.9,7.1,0.40,4,,0.01,0,29.4,1,1.3,0.09,0,7.0,,6,0.63,322101,177,19,103,2,4.47,,8.0,0.95,0.71,0.07,0.06,25.0,a,143,,223,5.3,,0,154,6,1268489,33,0,2,37,,,2,0,-2,569,0.49,0,26
327,Luis Díaz,80,MID,Liverpool,6.8,5,4,237.0,0.0,0.2,3,Luis Díaz,32,True,8,233778,225.0,8,0,3,20,5,9,48.0,11,61374,1,34.4,6.8,2.82,5,,0.15,1,136.6,5,0.8,0.74,0,6.3,,1,1.01,1043016,13,9,11,1,2.75,,7.3,1.21,0.55,0.72,0.57,59.8,a,12,,38,7.7,,-1,184,6,3608469,5,0,0,54,,,5,0,-5,446,3.56,0,7
328,Mohamed Salah,127,MID,Liverpool,6.8,4,2,276.2,0.0,0.3,2,M.Salah,17,True,3,158700,399.0,11,0,2,22,3,5,63.0,12,28535,4,39.1,4.9,3.97,5,,0.21,0,188.0,4,0.5,1.40,0,6.3,,3,0.75,1433192,2,1,4,2,4.81,4.0,7.3,1.04,0.72,0.8,0.59,86.2,a,2,,20,8.9,,0,209,7,1914775,3,0,0,62,,2.0,2,0,-2,604,5.37,0,1
329,Alexis Mac Allister,63,MID,Liverpool,2.2,201,49,81.8,0.0,0.16,88,Mac Allister,39,False,58,11282,57.0,0,0,0,189,66,170,10.0,91,2856,0,1.7,2.4,0.19,4,5.0,0.21,0,124.5,0,0.3,1.28,0,1.7,,0,0.65,182151,61,40,96,1,4.10,,2.7,1.14,0.67,0.24,0.03,26.3,a,122,,46,2.1,,0,91,7,66293,160,0,1,15,,,-2,0,2,554,1.47,0,77
330,James McConnell,45,MID,Liverpool,0.5,576,214,0.0,0.0,0.0,243,McConnell,242,False,240,195,0.0,0,0,0,537,237,568,,216,94,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,100.0,0,0.0,3063,433,254,572,0,0.00,,1.0,0.0,0.0,0.0,0.0,0.0,a,545,2024-09-10T11:24:32.362482Z,565,0.0,100.0,0,0,0,2300,534,0,0,0,,,0,0,0,0,0.00,0,231
331,Tyler Morton,44,MID,Liverpool,0.5,532,194,0.0,0.0,0.0,219,Morton,218,False,216,299,0.0,0,0,0,488,213,524,241.0,190,528,0,0.1,0.0,0.00,0,,0.0,1,0.0,0,0.0,0.00,0,0.0,100.0,0,0.0,3780,535,299,528,0,0.00,,1.0,0.0,0.0,0.0,0.0,0.0,a,488,2024-09-10T11:27:39.864039Z,516,0.0,100.0,-1,0,0,3001,504,0,0,0,,,-1,0,1,0,0.00,0,205
332,Nathaniel Phillips,40,DEF,Liverpool,0.0,450,161,0.0,0.0,0.0,147,N.Phillips,148,False,148,335,0.0,0,0,0,380,148,442,,122,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,14394,601,173,446,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,381,2024-08-31T06:18:33.693343Z,425,0.0,0.0,0,0,0,4026,444,0,0,0,Loaned to Derby County,,0,0,0,0,0.00,0,125
333,Jarell Quansah,41,DEF,Liverpool,0.5,325,67,15.8,0.0,0.0,108,Quansah,129,False,129,5615,0.0,0,0,0,438,122,337,241.0,162,1434,0,1.2,0.2,0.00,0,,0.0,0,0.5,0,0.0,0.00,0,0.0,100.0,0,0.0,517274,572,156,388,0,0.31,,1.0,2.0,0.62,0.0,0.0,1.6,a,440,2024-08-23T09:30:06.099816Z,380,1.0,100.0,0,7,1,50722,184,0,0,1,,,-4,0,4,45,0.00,0,165
334,Rhys Williams,40,DEF,Liverpool,0.0,455,174,0.0,0.0,0.0,149,R.Williams,151,False,151,207,0.0,0,0,0,386,151,448,,125,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,11892,608,177,452,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,387,2024-08-22T11:18:16.485954Z,431,0.0,0.0,0,0,0,828,473,0,0,0,Loaned to Morecambe,,0,0,0,0,0.00,0,128
335,Andrew Robertson,60,DEF,Liverpool,3.5,56,20,70.2,0.0,0.35,10,Robertson,4,False,14,43063,68.0,0,0,0,106,73,190,243.0,29,4661,0,6.6,4.7,0.38,4,2.0,0.19,0,158.8,0,0.5,1.06,0,3.0,,1,0.7,474686,76,5,75,2,4.21,,4.0,1.05,0.74,0.26,0.07,29.7,a,104,,29,4.0,,0,134,6,639858,61,0,1,28,,,0,0,0,513,1.44,0,16
336,Dominik Szoboszlai,65,MID,Liverpool,2.5,108,44,71.2,0.0,0.34,48,Szoboszlai,20,False,39,17151,95.0,1,0,0,162,75,188,98.0,77,2373,2,1.9,3.4,1.23,4,4.0,0.16,0,176.8,0,0.3,0.97,0,2.0,,1,0.67,244578,48,30,58,2,4.34,2.0,3.0,1.01,0.73,0.37,0.21,34.4,a,73,,23,3.1,,0,100,6,195325,144,0,2,22,,,0,0,0,537,2.20,0,43
337,Konstantinos Tsimikas,47,DEF,Liverpool,2.5,186,123,17.6,0.0,0.0,61,Tsimikas,93,False,113,662,2.0,0,0,0,149,118,325,83.0,49,1233,0,0.2,1.9,0.03,1,3.0,0.06,0,10.9,0,0.4,0.08,0,2.0,,6,0.81,35812,339,42,345,0,0.76,,3.0,0.81,0.62,0.08,0.02,3.2,a,343,,308,2.2,,0,37,1,9127,346,0,0,9,,,-3,0,3,111,0.11,0,112
339,Virgil van Dijk,60,DEF,Liverpool,5.8,28,8,146.6,0.0,0.29,4,Virgil,64,False,36,24430,39.0,3,0,0,32,18,62,152.0,7,37364,0,14.9,6.0,0.19,5,,0.03,0,29.1,0,0.9,0.18,0,5.3,,8,0.71,453940,75,4,140,2,4.96,3.0,6.3,1.0,0.71,0.06,0.03,21.4,a,166,,224,5.1,,0,163,7,535376,23,0,1,36,,,0,0,0,630,0.37,0,36
636,Federico Chiesa,69,MID,Liverpool,0.4,401,124,0.2,0.0,0.0,205,Chiesa,205,False,197,3933,15.0,0,0,0,355,211,421,106.0,186,135,0,0.2,0.1,0.16,0,,0.4,0,0.9,0,0.0,0.08,0,0.3,50.0,0,0.0,37132,31,18,391,0,0.55,,0.7,0.0,2.75,1.2,0.8,1.6,d,239,2024-10-02T00:30:05.860798Z,371,1.0,50.0,0,-1,0,43717,356,0,0,1,Knock - 50% chance of playing,,-1,0,1,18,0.24,0,137
660,Vítezslav Jaros,40,GKP,Liverpool,0.8,322,56,8.8,8.18,0.0,28,Jaros,27,False,29,1765,0.0,0,0,0,306,29,368,57.0,21,13971,0,0.2,0.2,0.00,0,,0.0,0,0.0,0,0.1,0.00,0,0.3,,1,0.0,2121,620,59,403,0,0.14,,1.3,0.0,1.15,0.0,0.0,0.9,a,397,,440,1.0,,0,6,0,15177,397,1,0,1,,,0,0,0,11,0.00,0,21
340,Manuel Akanji,55,DEF,Man City,2.7,177,28,122.2,0.0,1.05,56,Akanji,6,False,18,14501,18.0,0,0,0,182,34,98,207.0,57,9240,0,5.0,2.9,0.09,1,,0.11,0,127.2,0,0.3,0.72,0,1.7,,2,0.15,288573,116,11,91,7,6.95,,2.7,1.05,1.04,0.12,0.01,26.8,a,224,,44,2.3,,0,94,7,289651,77,0,1,16,,,0,0,0,601,0.81,0,60
341,Nathan Aké,53,DEF,Man City,0.5,380,73,3.4,0.0,0.0,125,Aké,130,False,136,3445,0.0,0,0,0,640,135,395,152.0,219,85,0,0.9,0.2,0.00,0,,0.0,0,0.5,0,0.0,0.00,0,0.0,50.0,0,0.0,202837,153,18,412,0,0.09,,0.0,0.0,4.05,0.0,0.0,0.4,d,645,2024-09-11T12:30:07.044166Z,384,1.0,0.0,0,4,0,18263,206,0,0,1,Muscle injury - 50% chance of playing,,-2,0,2,2,0.00,0,219
342,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,4.0,75,23,117.8,0.0,1.15,31,Bernardo,6,False,11,19144,189.0,4,0,0,109,37,107,173.0,53,27952,3,5.1,3.8,0.88,1,4.0,0.24,0,255.5,0,0.5,1.48,0,3.0,,6,0.16,569542,44,26,14,7,6.89,,4.0,0.99,1.14,0.39,0.15,56.2,a,25,,6,3.6,,0,125,6,568415,76,0,2,25,,,0,0,0,546,2.36,0,15
343,Oscar Bobb,47,MID,Man City,0.0,613,176,0.0,0.0,0.0,274,Bobb,273,False,271,304,0.0,0,0,0,578,269,606,161.0,250,67,0,0.1,0.0,0.00,0,,0.0,1,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,26818,342,226,609,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,585,2024-08-14T22:30:05.558994Z,603,0.0,0.0,-1,0,0,1852,475,0,0,0,Leg injury - Expected back 14 Dec,,-3,0,3,0,0.00,0,264
344,Scott Carson,40,GKP,Man City,1.0,431,51,0.0,0.0,0.0,30,Carson,8,False,30,568,0.0,0,0,0,357,30,423,241.0,23,684,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,8633,574,40,427,0,0.00,,1.0,0.0,0.0,0.0,0.0,0.0,a,360,,404,0.0,,0,0,0,9742,348,0,0,0,,,0,0,0,0,0.00,0,2
345,Kevin De Bruyne,94,MID,Man City,0.5,39,27,98.8,0.0,0.76,19,De Bruyne,10,False,23,28753,82.0,2,0,1,666,48,137,21.0,303,1106,1,4.2,1.9,1.21,1,1.0,0.55,0,246.8,1,0.0,2.17,0,0.0,50.0,0,0.25,1138377,6,5,30,3,2.90,1.0,0.0,1.01,0.73,0.86,0.31,42.7,d,88,2024-09-18T23:00:07.299083Z,10,4.5,0.0,0,89,4,638805,87,0,1,18,Groin Injury - 50% chance of playing,4.0,-1,0,1,356,3.38,0,55
346,Jérémy Doku,63,MID,Man City,4.0,141,43,78.6,0.0,1.35,62,Doku,43,False,56,8086,74.0,0,0,0,108,68,174,21.0,52,13223,0,2.2,2.5,0.29,1,,0.22,1,111.7,1,0.5,0.83,0,3.0,,6,0.27,454233,62,41,94,5,3.05,,4.0,1.08,0.82,0.3,0.08,26.5,a,92,,55,2.7,,-1,90,4,300215,132,0,0,16,,,-2,0,2,333,1.12,0,59
347,Ederson Santana de Moraes,55,GKP,Man City,1.7,123,8,147.2,2.29,1.14,16,Ederson M.,3,False,12,30294,0.0,2,0,0,294,15,60,30.0,20,33956,1,8.5,3.8,0.00,1,,0.0,0,10.0,0,0.1,0.01,0,0.7,,0,0.14,362460,110,3,196,8,7.81,,1.7,1.0,1.12,0.0,0.0,15.7,a,652,,315,3.0,,0,76,7,390093,50,16,3,21,,,0,0,0,630,0.01,0,69
348,Phil Foden,92,MID,Man City,2.3,311,19,26.2,0.0,0.54,156,Foden,63,False,96,20155,42.0,0,0,0,224,139,298,241.0,114,36267,0,5.6,0.5,0.23,0,3.0,0.44,0,93.2,0,0.1,0.81,0,1.3,100.0,2,0.0,1461950,7,6,190,1,3.37,,2.3,0.54,1.83,0.56,0.12,16.2,a,160,2024-08-30T13:30:05.725653Z,81,1.2,100.0,0,33,1,283770,70,0,0,5,,,-3,0,3,166,1.04,0,98
349,Jack Grealish,64,MID,Man City,4.3,178,98,65.2,0.0,1.1,77,Grealish,26,False,45,2251,99.0,3,0,0,89,82,200,241.0,42,2306,1,0.3,2.2,0.50,0,,0.24,0,155.8,0,0.5,0.86,0,3.3,100.0,2,0.0,19329,51,32,66,4,4.80,,4.3,1.1,1.33,0.38,0.14,32.1,a,67,2024-08-12T14:30:04.663213Z,31,2.3,100.0,0,80,4,26251,298,0,2,14,,,-1,0,1,326,1.36,0,39
350,Joško Gvardiol,59,DEF,Man City,4.7,97,5,164.4,0.0,1.08,26,Gvardiol,21,False,7,49958,132.0,2,0,0,77,13,41,97.0,18,66353,0,22.9,3.9,0.37,1,,0.13,0,76.0,1,0.6,0.85,0,3.7,,1,0.15,1713110,88,7,49,7,6.80,,4.7,0.93,1.05,0.19,0.06,37.3,a,47,,106,3.3,,0,116,6,855921,14,0,0,23,,,-1,0,1,582,1.22,0,4
351,Erling Haaland,154,FWD,Man City,5.3,2,1,378.8,0.0,1.14,1,Haaland,17,True,1,48507,485.0,14,0,3,56,1,1,161.0,13,45786,0,73.3,4.4,6.39,1,,0.05,0,52.9,10,0.3,0.37,0,4.3,100.0,2,0.14,438596,1,1,2,8,7.81,3.0,5.3,1.0,1.12,0.96,0.91,91.8,a,1,2024-09-13T15:00:06.985607Z,154,9.6,100.0,0,317,7,2502868,1,0,1,67,,1.0,4,0,-4,629,6.76,0,1
352,Julián Álvarez,70,FWD,Man City,0.0,665,60,0.0,0.0,0.0,73,J.Alvarez,73,False,73,190,0.0,0,0,0,663,73,665,,73,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,28376,27,11,665,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,665,2024-08-13T07:07:51.627006Z,665,0.0,0.0,0,0,0,0,438,0,0,0,Transferred to Atletico Madrid,,0,0,0,0,0.00,0,73
353,João Cavaco Cancelo,53,DEF,Man City,0.0,650,117,0.0,0.0,0.0,219,João Cancelo,219,False,219,668,0.0,0,0,0,639,219,648,,218,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,74792,152,17,650,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,644,2024-08-29T11:05:25.670531Z,647,0.0,0.0,0,0,0,4654,330,0,0,0,Permanent transfer to Saudi club Al-Hilal,,-2,0,2,0,0.00,0,218
354,Mateo Kovačić,55,MID,Man City,8.3,26,39,183.6,0.0,1.38,12,Kovačić,29,False,31,7718,53.0,7,0,2,10,10,27,97.0,7,115986,1,2.8,6.5,0.68,1,,0.12,0,147.0,3,1.3,0.68,0,7.3,100.0,15,0.17,230478,108,66,45,8,7.77,,8.3,1.03,1.34,0.24,0.12,38.4,a,130,2024-08-24T19:30:05.896156Z,34,5.1,100.0,0,163,6,392763,113,0,2,36,,,0,0,0,523,1.35,0,83
355,Rico Lewis,47,DEF,Man City,3.0,79,10,102.2,0.0,1.11,21,Lewis,27,False,30,18883,59.0,1,0,0,150,51,130,241.0,50,83994,2,13.3,4.5,0.72,1,,0.04,0,64.4,0,0.4,0.24,0,2.0,,4,0.19,534501,341,43,127,6,7.12,,3.0,1.11,1.32,0.17,0.13,22.5,a,116,,125,3.5,,0,71,6,1763354,28,0,0,21,,,2,0,-2,485,0.96,0,19
356,Matheus Luiz Nunes,49,MID,Man City,1.3,226,168,25.4,0.0,0.0,99,Matheus N.,170,False,162,632,6.0,0,0,0,336,141,300,173.0,173,296,1,0.1,1.4,0.00,0,,0.73,0,15.3,0,0.1,0.17,0,0.3,,1,0.0,8699,289,192,323,0,0.22,,1.3,0.0,0.94,0.73,0.0,4.7,a,309,,281,1.8,,0,27,0,10434,463,0,0,7,,,-1,0,1,21,0.17,0,174
357,James McAtee,48,MID,Man City,1.0,356,208,0.2,0.0,0.0,174,McAtee,204,False,211,240,2.0,0,0,0,586,208,417,241.0,253,122,0,0.0,0.2,0.00,0,,1.8,0,1.0,0,0.0,0.02,0,0.0,,0,0.0,7303,328,219,418,0,0.00,,1.0,0.0,0.0,1.8,0.0,0.3,a,344,,370,1.0,,0,3,0,2432,526,0,0,1,,,-2,0,2,1,0.02,0,190
358,Stefan Ortega Moreno,53,GKP,Man City,1.0,649,37,0.0,0.0,0.0,70,Ortega Moreno,68,False,70,1200,0.0,0,0,0,638,70,647,80.0,70,285,0,0.5,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,38234,149,4,649,0,0.00,,1.0,0.0,0.0,0.0,0.0,0.0,a,643,,646,0.0,,0,0,0,2678,246,0,0,0,,,-2,0,2,0,0.00,0,67
360,Rodrigo 'Rodri' Hernandez,63,MID,Man City,0.0,397,65,10.8,0.0,0.0,203,Rodrigo,163,False,182,6244,0.0,0,0,0,353,172,356,200.0,184,86,0,1.0,0.3,0.00,0,,0.12,0,17.1,0,0.0,0.09,0,0.3,0.0,0,0.0,397884,59,38,358,0,0.04,,0.0,1.38,0.06,0.12,0.0,2.8,i,660,2024-09-22T22:00:05.633631Z,267,1.0,0.0,0,18,1,38289,197,0,0,2,Knee injury - Expected back 01 Jun,,-2,0,2,65,0.09,0,300
361,Rúben Gato Alves Dias,55,DEF,Man City,1.7,282,36,106.4,0.0,1.15,91,Rúben,25,False,35,12688,40.0,0,0,0,295,48,123,173.0,93,7159,0,3.9,1.8,0.54,1,,0.08,0,66.7,0,0.1,0.49,0,0.7,,1,0.16,269308,113,10,139,7,6.89,,1.7,0.99,1.14,0.17,0.09,21.4,a,163,,120,1.4,,0,57,6,204895,92,0,3,10,,,0,1,0,546,1.03,0,35
362,John Stones,53,DEF,Man City,3.7,162,60,44.2,0.0,1.22,50,Stones,97,False,85,6163,35.0,0,0,0,122,90,250,241.0,39,4725,0,1.7,1.9,0.34,0,,0.03,0,9.5,1,0.5,0.05,0,2.7,,1,0.0,130685,151,16,269,2,1.20,,3.7,0.61,0.73,0.24,0.21,8.7,a,176,,317,2.5,,0,26,1,49260,161,0,1,10,,,-2,0,2,147,0.39,0,41
363,Kyle Walker,53,DEF,Man City,2.3,280,30,58.0,0.0,1.57,90,Walker,20,False,62,17534,21.0,0,0,0,215,82,215,241.0,66,6892,0,4.9,1.3,0.12,0,,0.27,0,77.7,0,0.2,0.85,0,1.3,,1,0.0,581004,148,15,195,5,4.08,,2.3,0.94,1.28,0.31,0.04,15.7,a,216,,105,1.4,,0,40,3,110971,80,0,0,7,,,-2,0,2,287,0.97,0,57
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,3.7,62,47,72.2,0.0,1.24,29,Sávio,35,False,49,25142,98.0,3,0,0,127,74,186,30.0,59,5525,3,1.7,2.9,0.78,0,2.0,0.29,0,132.6,0,0.4,0.94,0,2.7,100.0,0,0.0,282060,50,31,72,4,2.15,,3.7,1.24,0.66,0.53,0.24,30.3,a,70,2024-08-31T21:00:04.946429Z,41,3.8,100.0,0,85,4,384381,155,0,1,19,,,0,0,0,291,1.72,0,41
607,Nico O'Reilly,50,MID,Man City,1.0,640,266,0.0,0.0,0.0,290,O’Reilly,289,False,290,82,0.0,0,0,0,625,288,636,241.0,281,61,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,1071,230,149,639,0,0.00,,1.0,0.0,0.0,0.0,0.0,0.0,a,631,,635,0.0,,0,0,0,752,609,0,0,0,,,0,0,0,0,0.00,0,288
625,Ilkay Gündogan,65,MID,Man City,3.0,246,75,40.2,0.0,1.44,115,Gündogan,23,False,62,4502,47.0,0,0,0,161,119,267,80.0,76,6095,0,0.6,1.5,0.84,0,,0.2,0,167.6,0,0.3,0.83,0,2.0,,2,0.0,42911,41,23,102,6,6.02,,3.0,0.96,1.45,0.4,0.2,25.4,a,141,,27,1.7,,0,55,4,86875,233,0,0,10,,,0,0,0,374,1.67,0,89
626,Issa Kaboré,45,DEF,Man City,0.0,570,214,0.0,0.0,0.0,213,Kaboré,213,False,214,22,0.0,0,0,0,530,214,562,,209,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,672,421,88,566,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,536,2024-09-05T10:37:05.659734Z,557,0.0,0.0,0,0,0,491,637,0,0,0,Loaned to Benfica,,0,0,0,0,0.00,0,207
364,Amad Diallo,50,MID,Man Utd,1.3,94,29,98.8,0.0,0.26,40,Amad,24,False,36,36763,99.0,0,0,0,211,47,135,54.0,105,5554,1,3.9,4.0,0.43,3,2.0,0.23,0,167.3,1,0.3,0.86,0,1.3,,0,0.79,412453,235,151,53,1,4.69,,1.3,1.06,1.24,0.34,0.11,36.5,a,66,,28,3.3,,0,79,4,457887,90,0,1,20,,,0,0,0,340,1.29,0,38
365,Antony Matheus dos Santos,58,MID,Man Utd,0.3,393,120,7.2,0.0,3.33,199,Antony,182,False,181,1068,10.0,0,0,0,350,190,382,30.0,182,752,0,0.2,0.3,0.15,0,,0.17,0,11.3,0,0.1,0.05,0,0.3,,1,0.0,23774,95,59,357,1,0.74,,0.3,0.0,2.47,0.67,0.5,2.8,a,270,,303,1.0,,0,6,0,11167,344,0,0,2,,,-2,0,2,27,0.20,0,151
366,Bruno Borges Fernandes,82,MID,Man Utd,1.3,180,18,95.0,0.0,1.11,78,B.Fernandes,40,False,48,28541,99.0,0,1,0,223,54,146,173.0,113,9222,1,6.8,2.0,1.90,4,1.0,0.22,0,120.3,0,0.2,1.36,0,1.3,100.0,3,0.63,1483710,11,7,70,7,8.21,1.0,1.3,1.11,1.3,0.52,0.3,31.3,a,68,2024-09-29T21:00:06.390627Z,48,2.3,100.0,0,80,7,238778,59,0,1,16,,1.0,-3,0,3,569,3.26,0,40
367,Altay Bayindir,44,GKP,Man Utd,0.0,533,63,0.0,0.0,0.0,65,Bayindir,53,False,65,216,0.0,0,0,0,489,65,525,219.0,65,101,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,4867,537,33,529,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,489,,517,0.0,,0,0,0,1118,451,0,0,0,,,-1,0,1,0,0.00,0,49
368,Carlos Henrique Casimiro,48,MID,Man Utd,0.7,266,84,56.6,0.0,1.94,125,Casemiro,72,False,87,2249,43.0,0,0,0,271,92,219,30.0,133,1253,0,0.5,1.9,0.43,1,,0.21,0,85.7,0,0.1,0.65,0,0.7,,1,0.32,62384,305,203,163,6,5.92,,0.7,0.97,1.92,0.35,0.14,18.6,a,150,,95,1.5,,0,58,3,39231,263,0,0,9,,,-2,0,2,278,1.08,0,92
